codigo,placa,linha,latitude,longitude,dataHora,velocidade,id_migracao_trajeto,sentido,trajeto,hodometro,direcao,ignicao
902361,,71,-22.820481,-43.32416,2025-02-20 12:40:54,0.0,,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [iDA],3656.4,309,0
902380,,60,-22.849262,-43.397982,2025-02-20 12:26:02,0.0,,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],5001.5,171,0
902344,,71,-22.820407,-43.324684,2025-02-20 12:22:14,0.0,,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [iDA],2933.8,91,0
902343,,0,-22.894004,-43.399742,2025-02-20 12:43:01,57.5,,,,3373.6,348,1
902366,,60,-22.849287,-43.398081,2025-02-20 12:14:32,0.0,,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],3372.5,164,0
902339,,61,-22.898303,-43.211484,2025-02-20 12:42:49,0.0,,volta,61 - TIG  X  TERMINAL DEODORO (EXPRESSO) [VOLTA],2617.4,305,1
902383,,60,-22.853956,-43.384437,2025-02-20 12:43:00,0.0,,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],3395.9,332,1
902407,,60,-22.882135,-43.238104,2025-02-20 12:42:10,58.1,,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],3018.0,139,1
902340,,60,-22.82052,-43.324483,2025-02-20 12:21:30,0.0,,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],3593.9,99,0
902410,,60,-22.820801,-43.323904,2025-02-20 12:17:52,0.0,,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],2577.4,89,0
902348,,71,-22.820743,-43.324068,2025-02-20 12:19:20,0.0,,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [iDA],1186.8,121,0
902372,,52,-22.970374,-43.400211,2025-02-20 12:43:06,49.6,,volta,52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA],1842.4,38,1
867488060828448,,0,-22.957767,-43.347062,2024-08-27 00:07:27,0.0,,,,61.9,217,1
902388,,61,-22.898479,-43.211719,2025-02-20 12:43:01,0.0,,volta,61 - TIG  X  TERMINAL DEODORO (EXPRESSO) [VOLTA],3329.6,136,0
902392,,60,-22.820697,-43.324888,2025-02-20 12:42:53,0.0,,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],55660.4,127,0
902397,,60,-22.85342,-43.385384,2025-02-20 11:23:25,13.8,,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],57112.8,282,1
902370,,61,-22.831646,-43.352561,2025-02-20 12:42:49,0.0,,volta,61 - TIG  X  TERMINAL DEODORO (EXPRESSO) [VOLTA],2844.8,249,1
902405,,90,-22.849548,-43.397584,2025-02-20 12:43:16,0.0,,ida,90 - FUNDÃO X TIG (PARADOR) [IDA],3586.9,235,1
903065,,14,-23.008474,-43.439681,2025-02-20 12:15:45,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],1807.9,35,0
901110,,67,-22.886271,-43.520434,2025-02-20 10:01:23,42.3,,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],2038.4,213,1
901102,,14,-23.008612,-43.439865,2025-02-20 12:26:32,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],2078.9,39,0
901111,,28,-22.936696,-43.667426,2025-02-20 12:42:54,0.0,,volta,28 - CURRAL FALSO X PINGO D'ÁGUA [VOLTA],1904.5,49,1
901105,,67,-22.901001,-43.552563,2025-02-20 12:42:50,39.2,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],1968.0,79,1
901103,,67,-22.862672,-43.44154,2025-02-20 12:43:02,37.8,,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],3886.6,280,1
901115,,14,-23.008779,-43.440144,2025-02-20 12:24:48,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],1947.1,67,0
901124,,14,-23.008329,-43.440904,2025-02-20 12:32:14,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],1826.4,197,0
901113,,28,-22.937081,-43.667406,2025-02-20 12:42:48,0.0,,volta,28 - CURRAL FALSO X PINGO D'ÁGUA [VOLTA],3645.1,215,1
901141,,67,-22.853653,-43.383812,2025-02-20 12:42:50,0.0,,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],2489.2,292,1
901151,,14,-23.005268,-43.435818,2025-02-20 12:42:56,53.9,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],5862.3,224,1
901129,,28,-22.980745,-43.686744,2025-02-20 12:43:12,29.3,,ida,28 - PINGO D'ÁGUA X CURRAL FALSO [IDA],1576.3,296,1
901118,,14,-23.008579,-43.440155,2025-02-20 12:30:06,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],1702.0,31,0
901149,,67,-22.901798,-43.55378,2025-02-20 12:42:57,0.0,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],1993.6,238,1
901140,,67,-22.876465,-43.525794,2025-02-20 12:43:05,0.0,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],3517.8,302,1
901109,,28,-22.949535,-43.68118,2025-02-20 12:43:17,22.2,,ida,28 - PINGO D'ÁGUA X CURRAL FALSO [IDA],3709.6,23,1
901119,,28,-22.969121,-43.699533,2025-02-20 12:43:06,0.0,,ida,28 - PINGO D'ÁGUA X CURRAL FALSO [IDA],6860.8,262,1
901122,,28,-22.981101,-43.686144,2025-02-20 12:42:50,8.5,,volta,28 - CURRAL FALSO X PINGO D'ÁGUA [VOLTA],32443.1,108,1
901128,,14,-23.007017,-43.43751,2025-02-20 12:43:13,44.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],34090.4,51,1
901114,,14,-23.00834,-43.440953,2025-02-20 12:22:50,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],18057.9,127,0
901120,,14,-22.919009,-43.607205,2025-02-20 12:29:49,0.0,,ida,14 - SANTA EUGÊNIA X TERMINAL RECREIO (EXPRESSO) [IDA],1836.2,211,0
901106,,28,-22.940676,-43.674438,2025-02-20 12:43:02,39.1,,volta,28 - CURRAL FALSO X PINGO D'ÁGUA [VOLTA],32920.8,201,1
901107,,28,-22.936896,-43.667556,2025-02-20 12:38:30,0.0,,volta,28 - CURRAL FALSO X PINGO D'ÁGUA [VOLTA],2489.5,47,0
901108,,14,-23.008278,-43.440778,2025-02-20 12:29:59,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],35224.2,193,0
901116,,14,-23.00837,-43.441054,2025-02-20 12:15:10,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],30034.4,207,0
901117,,14,-23.008704,-43.440147,2025-02-20 12:14:05,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],32116.1, ,0
901123,,14,-23.008757,-43.44016,2025-02-20 12:35:50,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],3216.2,60,0
901125,,67,-22.901223,-43.553652,2025-02-20 12:42:47,0.0,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],9100.2,45,1
901126,,14,-23.008735,-43.439952,2025-02-20 12:28:16,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],33799.9, ,0
901132,,28,-22.964912,-43.647065,2025-02-20 12:35:52,0.0,,ida,28 - PINGO D'ÁGUA X CURRAL FALSO [IDA],30511.3, ,0
901133,,67,-22.853499,-43.384224,2025-02-20 12:43:03,0.0,,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],34871.2, ,1
901134,,14,-22.920214,-43.607396,2025-02-20 10:10:25,0.0,,ida,14 - SANTA EUGÊNIA X TERMINAL RECREIO (EXPRESSO) [IDA],51779.0,354,0
901136,,0,-23.002717,-43.569068,2025-02-20 12:42:53,50.9,,,,32298.9,283,1
901137,,67,-22.920071,-43.608345,2025-02-17 17:33:02,0.0,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],33318.0,243,0
901139,,28,-22.96831,-43.704545,2025-02-20 12:42:50,34.1,,volta,28 - CURRAL FALSO X PINGO D'ÁGUA [VOLTA],4675.6,126,1
901143,,28,-22.750982,-43.286639,2025-02-20 12:43:12,0.0,,ida,28 - PINGO D'ÁGUA X CURRAL FALSO [IDA],6675.2, ,1
901144,,28,-22.96578,-43.647756,2025-02-20 12:42:47,0.0,,ida,28 - PINGO D'ÁGUA X CURRAL FALSO [IDA],29976.0,225,1
901145,,14,-23.008432,-43.439852,2025-02-20 12:24:55,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],4161.8,224,0
901147,,14,-22.92022,-43.607349,2025-02-20 12:18:42,0.0,,ida,14 - SANTA EUGÊNIA X TERMINAL RECREIO (EXPRESSO) [IDA],28807.7, ,0
901153,,28,-22.964996,-43.647084,2025-02-20 12:32:50,0.0,,ida,28 - PINGO D'ÁGUA X CURRAL FALSO [IDA],34361.7, ,0
901135,,67,-22.920181,-43.607341,2025-02-20 12:30:54,0.0,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],33087.8, ,0
901150,,14,-23.012411,-43.458407,2025-02-20 12:43:05,11.0,,ida,14 - SANTA EUGÊNIA X TERMINAL RECREIO (EXPRESSO) [IDA],2468.1,65,1
901146,,28,-22.920213,-43.608442,2025-02-20 12:14:33,0.0,,ida,28 - PINGO D'ÁGUA X CURRAL FALSO [IDA],2720.4,276,0
901121,,17,-22.919018,-43.607183,2025-02-20 12:26:26,0.0,,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],6811.6,211,0
901142,,14,-23.008742,-43.439871,2025-02-20 12:16:27,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],15599.1, ,0
901104,,28,-22.969715,-43.647762,2025-02-20 12:42:52,40.6,,volta,28 - CURRAL FALSO X PINGO D'ÁGUA [VOLTA],23242.2,2,1
901112,,67,-22.920134,-43.607496,2025-02-20 12:40:29,0.0,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],22434.7, ,0
901127,,14,-23.008386,-43.441027,2025-02-20 12:18:50,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],31350.3, ,0
901130,,67,-22.86807,-43.5097,2025-02-20 12:43:09,22.7,,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],53225.6,148,1
901131,,67,-22.919643,-43.608554,2025-02-20 12:25:11,0.0,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],33841.9, ,0
901152,,67,-22.920313,-43.607988,2025-02-18 05:21:14,0.0,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],0.0, ,0
901148,,14,-23.010995,-43.452798,2025-02-20 12:42:52,35.0,,ida,14 - SANTA EUGÊNIA X TERMINAL RECREIO (EXPRESSO) [IDA],30757.3,75,1
902177,,10,-23.000926,-43.367296,2025-02-20 12:43:05,0.0,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],34773.7,130,1
901154,,14,-22.919015,-43.607156,2025-02-20 12:18:05,0.0,,ida,14 - SANTA EUGÊNIA X TERMINAL RECREIO (EXPRESSO) [IDA],20042.6,268,0
861039050290499,,0,-22.906338,-43.177584,2024-11-28 15:19:46,0.0,,,,0.0, ,1
902490,,14,-23.008632,-43.440028,2025-02-20 12:41:01,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],8720.5,47,0
902491,,14,-23.008587,-43.440106,2025-02-20 12:16:55,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],5768.4,44,0
902487,,14,-23.008544,-43.440116,2025-02-20 12:28:38,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],5899.9,45,0
902488,,14,-23.008082,-43.440406,2025-02-20 12:43:08,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],6525.2,254,0
902489,,17,-22.925409,-43.649926,2025-02-20 12:43:14,13.7,,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],8255.5,25,1
00CF000457 - A16 MAX,,0,-23.000411,-43.393521,2025-02-13 02:57:30,56.0,,,,0.0,916,0
00B8006F63 - A8 PRO,,0,-22.853808,-43.383992,2025-02-20 12:43:12,0.0,,,,9395.0,111,1
00140007EF,,0,-22.90637,-43.177576,2025-02-07 12:14:38,0.0,,,,0.0, ,1
